,CityState,City.x,State.x,pop,City.y,Criteria.ID,State.y,StateAbb,DMA.Region,DMA.Region.Code
2683,"Metropolis, IL",Metropolis,IL,6540,Metropolis,1016677,Illinois,IL,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
2684,"Metter, GA",Metter,GA,4345,Metter,1015436,Georgia,GA,"Savannah, GA",507
2685,"Metuchen, NJ",Metuchen,NJ,13098,Metuchen,1022257,New Jersey,NJ,"New York, NY",501
2686,"Mexia, TX",Mexia,TX,6552,Mexia,1026620,Texas,TX,"Waco-Temple-Bryan, TX",625
2687,"Mexico, MO",Mexico,MO,11074,Mexico,1020483,Missouri,MO,"Columbia-Jefferson City, MO",604
2688,"Miami Beach, FL",Miami Beach,FL,84633,Miami Beach,1015117,Florida,FL,"Miami-Ft. Lauderdale, FL",528
2689,"Miami Gardens, FL",Miami Gardens,FL,109346,Miami Gardens,9052425,Florida,FL,"Miami-Ft. Lauderdale, FL",528
2690,"Miami Lakes, FL",Miami Lakes,FL,21727,Miami Lakes,9052426,Florida,FL,"Miami-Ft. Lauderdale, FL",528
2691,"Miami Shores, FL",Miami Shores,FL,9551,Miami Shores,9052427,Florida,FL,"Miami-Ft. Lauderdale, FL",528
2692,"Miami Springs, FL",Miami Springs,FL,12534,Miami Springs,9052428,Florida,FL,"Miami-Ft. Lauderdale, FL",528
2693,"Miami, FL",Miami,FL,413201,Miami,1015116,Florida,FL,"Miami-Ft. Lauderdale, FL",528
2694,"Miami, OK",Miami,OK,13027,Miami,1024271,Oklahoma,OK,"Joplin, MO-Pittsburg, KS",603
2695,"Miamisburg, OH",Miamisburg,OH,19793,Miamisburg,1023833,Ohio,OH,"Dayton, OH",542
2696,"Michigan City, IN",Michigan City,IN,32405,Michigan City,1017202,Indiana,IN,"Chicago, IL",602
2697,"Middleburg Heights, OH",Middleburg Heights,OH,14928,Middleburg Heights,9052430,Ohio,OH,"Cleveland-Akron (Canton), OH",510
2698,"Middlesex, NJ",Middlesex,NJ,13644,Middlesex,1022259,New Jersey,NJ,"New York, NY",501
2699,"Middleton, ID",Middleton,ID,5594,Middleton,1016192,Idaho,ID,"Boise, ID",757
2700,"Middleton, WI",Middleton,WI,16244,Middleton,1028084,Wisconsin,WI,"Madison, WI",669
2701,"Middletown, CT",Middletown,CT,48030,Middletown,1014764,Connecticut,CT,"Hartford & New Haven, CT",533
2702,"Middletown, DE",Middletown,DE,12152,Middletown,1014922,Delaware,DE,"Philadelphia, PA",504
2703,"Middletown, KY",Middletown,KY,7147,Middletown,9052432,Kentucky,KY,"Louisville, KY",529
2704,"Middletown, NY",Middletown,NY,25865,Middletown,1023150,New York,NY,"New York, NY",501
2705,"Middletown, OH",Middletown,OH,51422,Middletown,1023838,Ohio,OH,"Cincinnati, OH",515
2706,"Middletown, PA",Middletown,PA,8841,Middletown,1025079,Pennsylvania,PA,"Harrisburg-Lancaster-Lebanon-York, PA",566
2707,"Middletown, PA",Middletown,PA,8841,Middletown,9052433,Pennsylvania,PA,"Philadelphia, PA",504
2708,"Midland Park, NJ",Midland Park,NJ,6763,Midland Park,1022261,New Jersey,NJ,"New York, NY",501
2709,"Midland, MI",Midland,MI,40917,Midland,1019457,Michigan,MI,"Flint-Saginaw-Bay City, MI",513
2710,"Midland, TX",Midland,TX,106561,Midland,1026622,Texas,TX,"Odessa-Midland, TX",633
2711,"Midlothian, IL",Midlothian,IL,13657,Midlothian,1016678,Illinois,IL,"Chicago, IL",602
2712,"Midlothian, TX",Midlothian,TX,16478,Midlothian,1026623,Texas,TX,"Dallas-Ft. Worth, TX",623
2713,"Midvale, UT",Midvale,UT,28129,Midvale,1026957,Utah,UT,"Salt Lake City, UT",770
2714,"Midwest City, OK",Midwest City,OK,56394,Midwest City,9052435,Oklahoma,OK,"Oklahoma City, OK",650
2715,"Milan, IL",Milan,IL,5186,Milan,1016679,Illinois,IL,"Davenport,IA-Rock Island-Moline,IL",682
2716,"Milan, MI",Milan,MI,5657,Milan,1019459,Michigan,MI,"Detroit, MI",505
2717,"Milan, TN",Milan,TN,7934,Milan,1026071,Tennessee,TN,"Jackson, TN",639
2718,"Miles City, MT",Miles City,MT,8102,Miles City,1020928,Montana,MT,"Billings, MT",756
2719,"Milford, CT",Milford,CT,54136,Milford,1014765,Connecticut,CT,"Hartford & New Haven, CT",533
2720,"Milford, DE",Milford,DE,8511,Milford,1014923,Delaware,DE,"Salisbury, MD",576
2721,"Milford, OH",Milford,OH,6332,Milford,1023840,Ohio,OH,"Cincinnati, OH",515
2722,"Mill Creek, WA",Mill Creek,WA,16907,Mill Creek,9052439,Washington,WA,"Seattle-Tacoma, WA",819
2723,"Mill Valley, CA",Mill Valley,CA,13268,Mill Valley,1014009,California,CA,"San Francisco-Oakland-San Jose, CA",807
2724,"Millbrae, CA",Millbrae,CA,20800,Millbrae,1014010,California,CA,"San Francisco-Oakland-San Jose, CA",807
2725,"Millbrook, AL",Millbrook,AL,16640,Millbrook,9052440,Alabama,AL,"Montgomery (Selma), AL",698
2726,"Milledgeville, GA",Milledgeville,GA,20703,Milledgeville,1015438,Georgia,GA,"Macon, GA",503
2727,"Millersville, PA",Millersville,PA,7341,Millersville,1025089,Pennsylvania,PA,"Harrisburg-Lancaster-Lebanon-York, PA",566
2728,"Millington, TN",Millington,TN,10165,Millington,1026072,Tennessee,TN,"Memphis, TN",640
2729,"Mills River, NC",Mills River,NC,6266,Mills River,9052443,North Carolina,NC,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC",567
2730,"Milltown, NJ",Milltown,NJ,6965,Milltown,1022265,New Jersey,NJ,"New York, NY",501
2731,"Millville, NJ",Millville,NJ,28930,Millville,1022266,New Jersey,NJ,"Philadelphia, PA",504
2732,"Milpitas, CA",Milpitas,CA,67503,Milpitas,1014012,California,CA,"San Francisco-Oakland-San Jose, CA",807
2733,"Milton-Freewater, OR",Milton-Freewater,OR,6421,Milton-Freewater,1024514,Oregon,OR,"Yakima-Pasco-Richland-Kennewick, WA",810
2734,"Milton, FL",Milton,FL,8656,Milton,1015120,Florida,FL,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686
2735,"Milton, GA",Milton,GA,15156,Milton,9052447,Georgia,GA,"Atlanta, GA",524
2736,"Milton, PA",Milton,PA,6359,Milton,1025093,Pennsylvania,PA,"Wilkes Barre-Scranton, PA",577
2737,"Milton, WA",Milton,WA,6786,Milton,1027663,Washington,WA,"Seattle-Tacoma, WA",819
2738,"Milton, WI",Milton,WI,5579,Milton,1028086,Wisconsin,WI,"Madison, WI",669
2739,"Milwaukee, WI",Milwaukee,WI,604477,Milwaukee,1028087,Wisconsin,WI,"Milwaukee, WI",617
2740,"Milwaukie, OR",Milwaukie,OR,20707,Milwaukie,9052448,Oregon,OR,"Portland, OR",820
2741,"Minden, LA",Minden,LA,12962,Minden,1018029,Louisiana,LA,"Shreveport, LA",612
2742,"Mineola, NY",Mineola,NY,19108,Mineola,1023158,New York,NY,"New York, NY",501
2743,"Mineola, TX",Mineola,TX,5179,Mineola,1026627,Texas,TX,"Tyler-Longview(Lufkin & Nacogdoches), TX",709
2744,"Mineral Wells, TX",Mineral Wells,TX,16880,Mineral Wells,1026628,Texas,TX,"Dallas-Ft. Worth, TX",623
2745,"Minneapolis, MN",Minneapolis,MN,382605,Minneapolis,1019973,Minnesota,MN,"Minneapolis-St. Paul, MN",613
2746,"Minneola, FL",Minneola,FL,9006,Minneola,1015121,Florida,FL,"Orlando-Daytona Beach-Melbourne, FL",534
2747,"Minnetonka, MN",Minnetonka,MN,50081,Minnetonka,1019976,Minnesota,MN,"Minneapolis-St. Paul, MN",613
2748,"Minnetrista, MN",Minnetrista,MN,5960,Minnetrista,9052449,Minnesota,MN,"Minneapolis-St. Paul, MN",613
2749,"Minooka, IL",Minooka,IL,10514,Minooka,1016684,Illinois,IL,"Chicago, IL",602
2750,"Minot, ND",Minot,ND,35419,Minot,1021504,North Dakota,ND,"Minot-Bismarck-Dickinson(Williston), ND",687
2751,"Mint Hill, NC",Mint Hill,NC,20369,Mint Hill,9052451,North Carolina,NC,"Charlotte, NC",517
2752,"Miramar, FL",Miramar,FL,108484,Miramar,9052452,Florida,FL,"Miami-Ft. Lauderdale, FL",528
2753,"Mishawaka, IN",Mishawaka,IN,50026,Mishawaka,1017210,Indiana,IN,"South Bend-Elkhart, IN",588
2754,"Mission Viejo, CA",Mission Viejo,CA,94461,Mission Viejo,1014017,California,CA,"Los Angeles, CA",803
2755,"Mission, KS",Mission,KS,9765,Mission,1017571,Kansas,KS,"Kansas City, MO",616
2756,"Mission, TX",Mission,TX,67119,Mission,1026629,Texas,TX,"Harlingen-Weslaco-Brownsville-McAllen, TX",636
2757,"Missoula, MT",Missoula,MT,68202,Missoula,1020929,Montana,MT,"Missoula, MT",762
2758,"Missouri City, TX",Missouri City,TX,74723,Missouri City,1026630,Texas,TX,"Houston, TX",618
2759,"Mitchell, IN",Mitchell,IN,4567,Mitchell,1017211,Indiana,IN,"Indianapolis, IN",527
2760,"Mitchell, SD",Mitchell,SD,14752,Mitchell,1025818,South Dakota,SD,"Sioux Falls(Mitchell), SD",725
2761,"Moab, UT",Moab,UT,5121,Moab,1026960,Utah,UT,"Salt Lake City, UT",770
2762,"Moberly, MO",Moberly,MO,14227,Moberly,1020488,Missouri,MO,"Columbia-Jefferson City, MO",604
2763,"Mobile, AL",Mobile,AL,191022,Mobile,1013071,Alabama,AL,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686
2764,"Mocksville, NC",Mocksville,NC,4641,Mocksville,1021220,North Carolina,NC,"Greensboro-High Point-Winston Salem, NC",518
2765,"Modesto, CA",Modesto,CA,202967,Modesto,1014019,California,CA,"Sacramento-Stockton-Modesto, CA",862
2766,"Mokena, IL",Mokena,IL,19236,Mokena,1016685,Illinois,IL,"Chicago, IL",602
2767,"Molalla, OR",Molalla,OR,7263,Molalla,1024516,Oregon,OR,"Portland, OR",820
2768,"Moline, IL",Moline,IL,43088,Moline,1016686,Illinois,IL,"Davenport,IA-Rock Island-Moline,IL",682
2769,"Monaca, PA",Monaca,PA,5749,Monaca,1025096,Pennsylvania,PA,"Pittsburgh, PA",508
2770,"Monahans, TX",Monahans,TX,6516,Monahans,1026631,Texas,TX,"Odessa-Midland, TX",633
2771,"Moncks Corner, SC",Moncks Corner,SC,7044,Moncks Corner,1025616,South Carolina,SC,"Charleston, SC",519
2772,"Monee, IL",Monee,IL,4993,Monee,1016688,Illinois,IL,"Chicago, IL",602
2773,"Monessen, PA",Monessen,PA,8024,Monessen,1025097,Pennsylvania,PA,"Pittsburgh, PA",508
2774,"Monett, MO",Monett,MO,8939,Monett,1020490,Missouri,MO,"Springfield, MO",619
2775,"Monmouth, IL",Monmouth,IL,9321,Monmouth,1016689,Illinois,IL,"Davenport,IA-Rock Island-Moline,IL",682
2776,"Monmouth, OR",Monmouth,OR,9607,Monmouth,9052460,Oregon,OR,"Portland, OR",820
2777,"Monongahela, PA",Monongahela,PA,4422,Monongahela,1025098,Pennsylvania,PA,"Pittsburgh, PA",508
2778,"Monroe, GA",Monroe,GA,13381,Monroe,1015440,Georgia,GA,"Atlanta, GA",524
2779,"Monroe, LA",Monroe,LA,51215,Monroe,1018030,Louisiana,LA,"Monroe, LA-El Dorado, AR",628
2780,"Monroe, MI",Monroe,MI,21374,Monroe,1019465,Michigan,MI,"Detroit, MI",505
2781,"Monroe, NC",Monroe,NC,32543,Monroe,1021221,North Carolina,NC,"Charlotte, NC",517
2782,"Monroe, NY",Monroe,NY,8168,Monroe,1023162,New York,NY,"New York, NY",501
2783,"Monroe, OH",Monroe,OH,12178,Monroe,1023850,Ohio,OH,"Cincinnati, OH",515
2784,"Monroe, WA",Monroe,WA,17059,Monroe,1027664,Washington,WA,"Seattle-Tacoma, WA",819
2785,"Monroe, WI",Monroe,WI,10481,Monroe,1028093,Wisconsin,WI,"Madison, WI",669
2786,"Monroeville, AL",Monroeville,AL,6372,Monroeville,1013072,Alabama,AL,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686
2787,"Monroeville, PA",Monroeville,PA,27639,Monroeville,1025100,Pennsylvania,PA,"Pittsburgh, PA",508
2788,"Monrovia, CA",Monrovia,CA,37651,Monrovia,1014022,California,CA,"Los Angeles, CA",803
2789,"Montclair, CA",Montclair,CA,36530,Montclair,1014025,California,CA,"Los Angeles, CA",803
2790,"Montebello, CA",Montebello,CA,61906,Montebello,1014027,California,CA,"Los Angeles, CA",803
2791,"Monterey Park, CA",Monterey Park,CA,61234,Monterey Park,1014029,California,CA,"Los Angeles, CA",803
2792,"Monterey, CA",Monterey,CA,27763,Monterey,1014028,California,CA,"Monterey-Salinas, CA",828
2793,"Montevallo, AL",Montevallo,AL,6061,Montevallo,1013073,Alabama,AL,"Birmingham, AL",630
2794,"Montevideo, MN",Montevideo,MN,5233,Montevideo,1019977,Minnesota,MN,"Minneapolis-St. Paul, MN",613
2795,"Montgomery, AL",Montgomery,AL,202696,Montgomery,1013074,Alabama,AL,"Montgomery (Selma), AL",698
2796,"Montgomery, IL",Montgomery,IL,15229,Montgomery,1016690,Illinois,IL,"Chicago, IL",602
2797,"Montgomery, NY",Montgomery,NY,4741,Montgomery,1023165,New York,NY,"New York, NY",501
2798,"Montgomery, OH",Montgomery,OH,10458,Montgomery,9052468,Ohio,OH,"Cincinnati, OH",515
2799,"Monticello, AR",Monticello,AR,9270,Monticello,1013293,Arkansas,AR,"Little Rock-Pine Bluff, AR",693
2800,"Monticello, IL",Monticello,IL,5350,Monticello,1016691,Illinois,IL,"Champaign & Springfield-Decatur,IL",648
2801,"Monticello, IN",Monticello,IN,5293,Monticello,1017217,Indiana,IN,"Indianapolis, IN",527
2802,"Monticello, KY",Monticello,KY,6162,Monticello,1017838,Kentucky,KY,"Lexington, KY",541
2803,"Monticello, MN",Monticello,MN,11780,Monticello,1019979,Minnesota,MN,"Minneapolis-St. Paul, MN",613
2804,"Monticello, NY",Monticello,NY,6490,Monticello,1023166,New York,NY,"New York, NY",501
2805,"Montoursville, PA",Montoursville,PA,4558,Montoursville,1025104,Pennsylvania,PA,"Wilkes Barre-Scranton, PA",577
2806,"Montpelier, VT",Montpelier,VT,7760,Montpelier,1027414,Vermont,VT,"Burlington, VT-Plattsburgh, NY",523
2807,"Montrose, CO",Montrose,CO,17989,Montrose,1014584,Colorado,CO,"Grand Junction-Montrose, CO",773
2808,"Montvale, NJ",Montvale,NJ,7566,Montvale,1022274,New Jersey,NJ,"New York, NY",501
2809,"Moody, AL",Moody,AL,13400,Moody,9052472,Alabama,AL,"Birmingham, AL",630
2810,"Moore, OK",Moore,OK,52615,Moore,9052474,Oklahoma,OK,"Oklahoma City, OK",650
2811,"Mooresville, IN",Mooresville,IN,11763,Mooresville,1017219,Indiana,IN,"Indianapolis, IN",527
2812,"Mooresville, NC",Mooresville,NC,21954,Mooresville,1021222,North Carolina,NC,"Charlotte, NC",517
2813,"Moorhead, MN",Moorhead,MN,36012,Moorhead,1019981,Minnesota,MN,"Fargo-Valley City, ND",724
2814,"Moorpark, CA",Moorpark,CA,36372,Moorpark,1014031,California,CA,"Los Angeles, CA",803
2815,"Moosic, PA",Moosic,PA,5758,Moosic,1025106,Pennsylvania,PA,"Wilkes Barre-Scranton, PA",577
2816,"Moraga, CA",Moraga,CA,17050,Moraga,1014032,California,CA,"San Francisco-Oakland-San Jose, CA",807
2817,"Moraine, OH",Moraine,OH,6467,Moraine,9052475,Ohio,OH,"Dayton, OH",542
2818,"Morehead City, NC",Morehead City,NC,9513,Morehead City,1021223,North Carolina,NC,"Greenville-New Bern-Washington, NC",545
2819,"Morehead, KY",Morehead,KY,7707,Morehead,1017839,Kentucky,KY,"Lexington, KY",541
2820,"Moreno Valley, CA",Moreno Valley,CA,190871,Moreno Valley,1014033,California,CA,"Los Angeles, CA",803
2821,"Morgan City, LA",Morgan City,LA,11604,Morgan City,1018031,Louisiana,LA,"Baton Rouge, LA",716
2822,"Morgan Hill, CA",Morgan Hill,CA,38096,Morgan Hill,1014034,California,CA,"San Francisco-Oakland-San Jose, CA",807
2823,"Morganton, NC",Morganton,NC,17194,Morganton,1021224,North Carolina,NC,"Charlotte, NC",517
2824,"Morgantown, WV",Morgantown,WV,29642,Morgantown,1028383,West Virginia,WV,"Pittsburgh, PA",508
2825,"Morrilton, AR",Morrilton,AR,6581,Morrilton,1013294,Arkansas,AR,"Little Rock-Pine Bluff, AR",693
2826,"Morris Plains, NJ",Morris Plains,NJ,6005,Morris Plains,1022279,New Jersey,NJ,"New York, NY",501
2827,"Morris, IL",Morris,IL,13812,Morris,1016693,Illinois,IL,"Chicago, IL",602
2828,"Morris, MN",Morris,MN,4996,Morris,1019985,Minnesota,MN,"Minneapolis-St. Paul, MN",613
2829,"Morrison, IL",Morrison,IL,4303,Morrison,1016694,Illinois,IL,"Davenport,IA-Rock Island-Moline,IL",682
2830,"Morristown, NJ",Morristown,NJ,19268,Morristown,1022280,New Jersey,NJ,"New York, NY",501
2831,"Morristown, TN",Morristown,TN,27636,Morristown,1026076,Tennessee,TN,"Knoxville, TN",557
2832,"Morrisville, NC",Morrisville,NC,13699,Morrisville,1021225,North Carolina,NC,"Raleigh-Durham (Fayetteville), NC",560
2833,"Morrisville, PA",Morrisville,PA,9594,Morrisville,1025110,Pennsylvania,PA,"Philadelphia, PA",504
2834,"Morro Bay, CA",Morro Bay,CA,10333,Morro Bay,1014035,California,CA,"Santa Barbara-Santa Maria-San Luis Obispo, CA",855
2835,"Morrow, GA",Morrow,GA,5539,Morrow,1015444,Georgia,GA,"Atlanta, GA",524
2836,"Morton Grove, IL",Morton Grove,IL,22478,Morton Grove,1016696,Illinois,IL,"Chicago, IL",602
2837,"Morton, IL",Morton,IL,16039,Morton,1016695,Illinois,IL,"Peoria-Bloomington, IL",675
2838,"Moscow, ID",Moscow,ID,22798,Moscow,1016196,Idaho,ID,"Spokane, WA",881
2839,"Moses Lake, WA",Moses Lake,WA,18800,Moses Lake,1027667,Washington,WA,"Spokane, WA",881
2840,"Moss Point, MS",Moss Point,MS,13951,Moss Point,1020788,Mississippi,MS,"Biloxi-Gulfport, MS",746
2841,"Moultrie, GA",Moultrie,GA,15409,Moultrie,1015445,Georgia,GA,"Albany, GA",525
2842,"Mound, MN",Mound,MN,9546,Mound,1019988,Minnesota,MN,"Minneapolis-St. Paul, MN",613
2843,"Mounds View, MN",Mounds View,MN,12005,Mounds View,9052480,Minnesota,MN,"Minneapolis-St. Paul, MN",613
2844,"Moundsville, WV",Moundsville,WV,9109,Moundsville,1028384,West Virginia,WV,"Wheeling, WV-Steubenville, OH",554
2845,"Mount Airy, MD",Mount Airy,MD,8761,Mount Airy,1018656,Maryland,MD,"Baltimore, MD",512
2846,"Mount Airy, NC",Mount Airy,NC,9501,Mount Airy,1021226,North Carolina,NC,"Greensboro-High Point-Winston Salem, NC",518
2847,"Mount Arlington, NJ",Mount Arlington,NJ,5827,Mount Arlington,1022281,New Jersey,NJ,"New York, NY",501
2848,"Mount Carmel, IL",Mount Carmel,IL,7404,Mount Carmel,1016699,Illinois,IL,"Evansville, IN",649
2849,"Mount Carmel, PA",Mount Carmel,PA,5888,Mount Carmel,1025112,Pennsylvania,PA,"Wilkes Barre-Scranton, PA",577
2850,"Mount Clemens, MI",Mount Clemens,MI,16781,Mount Clemens,1019472,Michigan,MI,"Detroit, MI",505
2851,"Mount Dora, FL",Mount Dora,FL,12869,Mount Dora,1015125,Florida,FL,"Orlando-Daytona Beach-Melbourne, FL",534
2852,"Mount Ephraim, NJ",Mount Ephraim,NJ,4392,Mount Ephraim,1022282,New Jersey,NJ,"Philadelphia, PA",504
2853,"Mount Healthy, OH",Mount Healthy,OH,6070,Mount Healthy,9052483,Ohio,OH,"Cincinnati, OH",515
2854,"Mount Holly, NC",Mount Holly,NC,10081,Mount Holly,1021228,North Carolina,NC,"Charlotte, NC",517
2855,"Mount Horeb, WI",Mount Horeb,WI,6703,Mount Horeb,1028098,Wisconsin,WI,"Madison, WI",669
2856,"Mount Joy, PA",Mount Joy,PA,7249,Mount Joy,1025114,Pennsylvania,PA,"Harrisburg-Lancaster-Lebanon-York, PA",566
2857,"Mount Juliet, TN",Mount Juliet,TN,21718,Mount Juliet,1026078,Tennessee,TN,"Nashville, TN",659
2858,"Mount Kisco, NY",Mount Kisco,NY,10393,Mount Kisco,1023173,New York,NY,"New York, NY",501
2859,"Mount Olive, NC",Mount Olive,NC,4389,Mount Olive,1021229,North Carolina,NC,"Raleigh-Durham (Fayetteville), NC",560
2860,"Mount Pleasant, IA",Mount Pleasant,IA,8775,Mount Pleasant,1015933,Iowa,IA,"Davenport,IA-Rock Island-Moline,IL",682
2861,"Mount Pleasant, MI",Mount Pleasant,MI,26675,Mount Pleasant,1019474,Michigan,MI,"Flint-Saginaw-Bay City, MI",513
2862,"Mount Pleasant, PA",Mount Pleasant,PA,4380,Mount Pleasant,1025115,Pennsylvania,PA,"Pittsburgh, PA",508
2863,"Mount Pleasant, SC",Mount Pleasant,SC,65472,Mount Pleasant,1025618,South Carolina,SC,"Charleston, SC",519
2864,"Mount Pleasant, TN",Mount Pleasant,TN,4443,Mount Pleasant,1026079,Tennessee,TN,"Nashville, TN",659
2865,"Mount Pleasant, TX",Mount Pleasant,TX,15011,Mount Pleasant,1026639,Texas,TX,"Shreveport, LA",612
2866,"Mount Pleasant, WI",Mount Pleasant,WI,26572,Mount Pleasant,9052487,Wisconsin,WI,"Milwaukee, WI",617
2867,"Mount Prospect, IL",Mount Prospect,IL,53338,Mount Prospect,1016702,Illinois,IL,"Chicago, IL",602
2868,"Mount Rainier, MD",Mount Rainier,MD,8322,Mount Rainier,1018657,Maryland,MD,"Washington, DC (Hagerstown, MD)",511
2869,"Mount Sterling, KY",Mount Sterling,KY,6921,Mount Sterling,1017843,Kentucky,KY,"Lexington, KY",541
2870,"Mount Vernon, IL",Mount Vernon,IL,16298,Mount Vernon,1016705,Illinois,IL,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
2871,"Mount Vernon, IN",Mount Vernon,IN,6980,Mount Vernon,1017224,Indiana,IN,"Evansville, IN",649
2872,"Mount Vernon, MO",Mount Vernon,MO,4600,Mount Vernon,1020497,Missouri,MO,"Springfield, MO",619
2873,"Mount Vernon, NY",Mount Vernon,NY,68653,Mount Vernon,1023176,New York,NY,"New York, NY",501
2874,"Mount Vernon, OH",Mount Vernon,OH,16037,Mount Vernon,1023861,Ohio,OH,"Columbus, OH",535
2875,"Mount Vernon, WA",Mount Vernon,WA,31513,Mount Vernon,1027669,Washington,WA,"Seattle-Tacoma, WA",819
2876,"Mount Washington, KY",Mount Washington,KY,11980,Mount Washington,1017845,Kentucky,KY,"Louisville, KY",529
2877,"Mount Zion, IL",Mount Zion,IL,5159,Mount Zion,1016706,Illinois,IL,"Champaign & Springfield-Decatur,IL",648
2878,"Mountain Brook, AL",Mountain Brook,AL,21061,Mountain Brook,9052491,Alabama,AL,"Birmingham, AL",630
2879,"Mountain Grove, MO",Mountain Grove,MO,4679,Mountain Grove,1020498,Missouri,MO,"Springfield, MO",619
2880,"Mountain Home, AR",Mountain Home,AR,12592,Mountain Home,1013299,Arkansas,AR,"Springfield, MO",619
2881,"Mountain Home, ID",Mountain Home,ID,12382,Mountain Home,1016197,Idaho,ID,"Boise, ID",757
2882,"Mountain View, CA",Mountain View,CA,71348,Mountain View,1014044,California,CA,"San Francisco-Oakland-San Jose, CA",807
2883,"Mountainside, NJ",Mountainside,NJ,6551,Mountainside,1022287,New Jersey,NJ,"New York, NY",501
2884,"Mountlake Terrace, WA",Mountlake Terrace,WA,19912,Mountlake Terrace,1027670,Washington,WA,"Seattle-Tacoma, WA",819
2885,"Mukilteo, WA",Mukilteo,WA,20742,Mukilteo,1027672,Washington,WA,"Seattle-Tacoma, WA",819
2886,"Mukwonago, WI",Mukwonago,WI,7232,Mukwonago,1028099,Wisconsin,WI,"Milwaukee, WI",617
2887,"Mullins, SC",Mullins,SC,4716,Mullins,1025620,South Carolina,SC,"Florence-Myrtle Beach, SC",570
2888,"Mulvane, KS",Mulvane,KS,5866,Mulvane,1017577,Kansas,KS,"Wichita-Hutchinson, KS",678
2889,"Muncie, IN",Muncie,IN,64975,Muncie,1017226,Indiana,IN,"Indianapolis, IN",527
2890,"Mundelein, IL",Mundelein,IL,33717,Mundelein,1016708,Illinois,IL,"Chicago, IL",602
2891,"Munford, TN",Munford,TN,6634,Munford,1026081,Tennessee,TN,"Memphis, TN",640
2892,"Munhall, PA",Munhall,PA,11199,Munhall,9052494,Pennsylvania,PA,"Pittsburgh, PA",508
2893,"Munroe Falls, OH",Munroe Falls,OH,5165,Munroe Falls,1023863,Ohio,OH,"Cleveland-Akron (Canton), OH",510
2894,"Munster, IN",Munster,IN,22105,Munster,1017227,Indiana,IN,"Chicago, IL",602
2895,"Murfreesboro, TN",Murfreesboro,TN,101753,Murfreesboro,1026082,Tennessee,TN,"Nashville, TN",659
2896,"Murphy, TX",Murphy,TX,14779,Murphy,9052495,Texas,TX,"Dallas-Ft. Worth, TX",623
2897,"Murphysboro, IL",Murphysboro,IL,8184,Murphysboro,1016709,Illinois,IL,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
2898,"Murray, KY",Murray,KY,16557,Murray,1017848,Kentucky,KY,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
2899,"Murray, UT",Murray,UT,46201,Murray,9052497,Utah,UT,"Salt Lake City, UT",770
2900,"Murrieta, CA",Murrieta,CA,97918,Murrieta,1014045,California,CA,"Los Angeles, CA",803
2901,"Murrysville, PA",Murrysville,PA,19488,Murrysville,1025122,Pennsylvania,PA,"Pittsburgh, PA",508
2902,"Muscatine, IA",Muscatine,IA,22504,Muscatine,1015937,Iowa,IA,"Davenport,IA-Rock Island-Moline,IL",682
2903,"Muscle Shoals, AL",Muscle Shoals,AL,13032,Muscle Shoals,1013079,Alabama,AL,"Huntsville-Decatur (Florence), AL",691
2904,"Muskego, WI",Muskego,WI,23234,Muskego,1028101,Wisconsin,WI,"Milwaukee, WI",617
2905,"Muskegon, MI",Muskegon,MI,39401,Muskegon,1019476,Michigan,MI,"Grand Rapids-Kalamazoo-Battle Creek, MI",563
2906,"Muskogee, OK",Muskogee,OK,40099,Muskogee,1024278,Oklahoma,OK,"Tulsa, OK",671
2907,"Mustang, OK",Mustang,OK,17727,Mustang,1024279,Oklahoma,OK,"Oklahoma City, OK",650
2908,"Myrtle Beach, SC",Myrtle Beach,SC,30596,Myrtle Beach,1025622,South Carolina,SC,"Florence-Myrtle Beach, SC",570
2909,"Nacogdoches, TX",Nacogdoches,TX,32205,Nacogdoches,1026644,Texas,TX,"Tyler-Longview(Lufkin & Nacogdoches), TX",709
2910,"Nampa, ID",Nampa,ID,80362,Nampa,1016202,Idaho,ID,"Boise, ID",757
2911,"Nanticoke, PA",Nanticoke,PA,10199,Nanticoke,1025124,Pennsylvania,PA,"Wilkes Barre-Scranton, PA",577
2912,"Napa, CA",Napa,CA,74547,Napa,1014046,California,CA,"San Francisco-Oakland-San Jose, CA",807
2913,"Naperville, IL",Naperville,IL,143117,Naperville,1016710,Illinois,IL,"Chicago, IL",602
2914,"Naples, FL",Naples,FL,21532,Naples,1015129,Florida,FL,"Ft. Myers-Naples, FL",571
2915,"Napoleon, OH",Napoleon,OH,8817,Napoleon,1023864,Ohio,OH,"Toledo, OH",547
2916,"Nappanee, IN",Nappanee,IN,7153,Nappanee,1017228,Indiana,IN,"South Bend-Elkhart, IN",588
2917,"Nashua, NH",Nashua,NH,86576,Nashua,1021916,New Hampshire,NH,"Boston, MA-Manchester, NH",506
